time,brix,brix_ravg,temp,status,setpoint,abv,gravity,wday,day,month,year,hour
2021-09-21T00:04:52Z,-1.0091552734375,-1.72393798828125,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,0
2021-09-21T00:04:53Z,-0.70318603515625,-1.72393798828125,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,0
2021-09-21T00:16:33Z,-0.70318603515625,-1.72393798828125,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,0
2021-09-21T00:16:34Z,-0.70318603515625,-1.72393798828125,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,0
2021-09-21T00:28:27Z,-0.70318603515625,-1.72393798828125,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,0
2021-09-21T00:28:30Z,-0.70318603515625,-1.72393798828125,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,0
2021-09-21T00:40:15Z,-0.70318603515625,-1.72393798828125,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,0
2021-09-21T00:40:17Z,-0.70318603515625,-1.72393798828125,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,0
2021-09-21T00:51:55Z,-0.70318603515625,-1.72393798828125,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,0
2021-09-21T00:51:56Z,-0.70318603515625,-1.72393798828125,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,0
2021-09-21T01:03:31Z,-0.70318603515625,-1.72393798828125,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,1
2021-09-21T01:15:14Z,-0.70318603515625,-1.72393798828125,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,1
2021-09-21T01:26:51Z,-0.70318603515625,-1.732177734375,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,1
2021-09-21T01:50:00Z,-0.70318603515625,-1.732177734375,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,1
2021-09-21T01:50:02Z,-0.70318603515625,-1.732177734375,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,1
2021-09-21T02:25:06Z,-0.70318603515625,-1.732177734375,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,2
2021-09-21T02:25:09Z,-0.70318603515625,-1.732177734375,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,2
2021-09-21T02:48:57Z,-1.84039306640625,-1.732177734375,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,2
2021-09-21T03:00:45Z,-1.84039306640625,-1.732177734375,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,3
2021-09-21T03:24:53Z,-1.84039306640625,-1.732177734375,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,3
2021-09-21T04:00:45Z,-1.84039306640625,-1.74859619140625,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,4
2021-09-21T04:12:36Z,-1.84039306640625,-1.74859619140625,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,4
2021-09-21T04:24:26Z,-1.84039306640625,-1.74859619140625,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,4
2021-09-21T04:24:27Z,-1.84039306640625,-1.74859619140625,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,4
2021-09-21T04:36:20Z,-1.84039306640625,-1.78326416015625,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,4
2021-09-21T04:36:20Z,-1.05584716796875,-1.78326416015625,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,4
2021-09-21T04:36:23Z,-1.05584716796875,-1.78326416015625,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,4
2021-09-21T04:48:18Z,-1.05584716796875,-1.78326416015625,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,4
2021-09-21T04:48:21Z,-1.05584716796875,-1.78326416015625,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,4
2021-09-21T05:00:06Z,-1.05584716796875,-1.78326416015625,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,5
2021-09-21T05:00:08Z,-1.05584716796875,-1.78326416015625,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,5
2021-09-21T05:00:08Z,-0.56146240234375,-1.784912109375,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,5
2021-09-21T05:23:22Z,-0.56146240234375,-1.784912109375,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,5
2021-09-21T05:35:03Z,-0.56146240234375,-1.784912109375,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,5
2021-09-21T05:35:06Z,-0.56146240234375,-1.784912109375,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,5
2021-09-21T05:46:40Z,-0.56146240234375,-1.784912109375,75.18230438232422,15,85,0.07879638671875,0.9891995191574097,Tue,21,Sep,2021,5
